Date (UTC), Q (cms)
07/25/2022 04:00,1.87174
07/25/2022 04:15,1.87174
07/25/2022 04:30,1.87174
07/25/2022 04:45,1.87174
07/25/2022 05:00,1.87174
07/25/2022 05:15,1.87174
07/25/2022 05:30,1.87174
07/25/2022 05:45,1.87174
07/25/2022 06:00,1.87174
07/25/2022 06:15,1.87174
07/25/2022 06:30,1.87174
07/25/2022 06:45,1.87174
07/25/2022 07:00,1.87174
07/25/2022 07:15,1.87174
07/25/2022 07:30,1.87174
07/25/2022 07:45,1.87174
07/25/2022 08:00,1.87174
07/25/2022 08:15,1.87174
07/25/2022 08:30,1.87174
07/25/2022 08:45,1.87174
07/25/2022 09:00,1.87174
07/25/2022 09:15,1.87174
07/25/2022 09:30,1.87174
07/25/2022 09:45,1.87174
07/25/2022 10:00,1.87174
07/25/2022 10:15,1.87174
07/25/2022 10:30,1.87174
07/25/2022 10:45,1.87174
07/25/2022 11:00,1.87174
07/25/2022 11:15,1.87174
07/25/2022 11:30,1.87174
07/25/2022 11:45,1.87174
07/25/2022 12:00,1.87174
07/25/2022 12:15,1.87174
07/25/2022 12:30,1.87174
07/25/2022 12:45,1.87174
07/25/2022 13:00,1.87174
07/25/2022 13:15,1.87174
07/25/2022 13:30,1.87174
07/25/2022 13:45,1.87174
07/25/2022 14:00,1.81511
07/25/2022 14:15,1.81511
07/25/2022 14:30,1.81511
07/25/2022 14:45,1.81511
07/25/2022 15:00,1.81511
07/25/2022 15:15,1.81511
07/25/2022 15:30,1.81511
07/25/2022 15:45,1.81511
07/25/2022 16:00,1.81511
07/25/2022 16:15,1.81511
07/25/2022 16:30,1.81511
07/25/2022 16:45,1.81511
07/25/2022 17:00,1.81511
07/25/2022 17:15,1.81511
07/25/2022 17:30,1.81511
07/25/2022 17:45,1.81511
07/25/2022 18:00,1.81511
07/25/2022 18:15,1.81511
07/25/2022 18:30,1.81511
07/25/2022 18:45,1.81511
07/25/2022 19:00,1.81511
07/25/2022 19:15,1.81511
07/25/2022 19:30,1.81511
07/25/2022 19:45,1.81511
07/25/2022 20:00,1.81511
07/25/2022 20:15,1.81511
07/25/2022 20:30,1.81511
07/25/2022 20:45,1.81511
07/25/2022 21:00,1.81511
07/25/2022 21:15,1.81511
07/25/2022 21:30,1.81511
07/25/2022 21:45,1.81511
07/25/2022 22:00,1.81511
07/25/2022 22:15,1.81511
07/25/2022 22:30,1.81511
07/25/2022 22:45,1.81511
07/25/2022 23:00,1.81511
07/25/2022 23:15,1.81511
07/25/2022 23:30,1.81511
07/25/2022 23:45,1.87174
07/26/2022 00:00,1.92838
07/26/2022 00:15,1.92838
07/26/2022 00:30,1.92838
07/26/2022 00:45,1.92838
07/26/2022 01:00,1.92838
07/26/2022 01:15,1.92838
07/26/2022 01:30,1.92838
07/26/2022 01:45,1.92838
07/26/2022 02:00,1.92838
07/26/2022 02:15,1.92838
07/26/2022 02:30,1.92838
07/26/2022 02:45,1.92838
07/26/2022 03:00,1.92838
07/26/2022 03:15,1.92838
07/26/2022 03:30,1.92838
07/26/2022 03:45,1.92838
07/26/2022 04:00,1.92838
07/26/2022 04:15,1.92838
07/26/2022 04:30,1.92838
07/26/2022 04:45,1.92838
07/26/2022 05:00,1.92838
07/26/2022 05:15,1.92838
07/26/2022 05:30,1.92838
07/26/2022 05:45,1.92838
07/26/2022 06:00,1.92838
07/26/2022 06:15,1.92838
07/26/2022 06:30,1.92838
07/26/2022 06:45,1.92838
07/26/2022 07:00,1.92838
07/26/2022 07:15,2.04448
07/26/2022 07:30,2.04448
07/26/2022 07:45,2.04448
07/26/2022 08:00,2.04448
07/26/2022 08:15,2.04448
07/26/2022 08:30,2.04448
07/26/2022 08:45,2.04448
07/26/2022 09:00,2.04448
07/26/2022 09:15,2.04448
07/26/2022 09:30,1.98501
07/26/2022 09:45,1.98501
07/26/2022 10:00,2.04448
07/26/2022 10:15,2.04448
07/26/2022 10:30,2.04448
07/26/2022 10:45,2.04448
07/26/2022 11:00,2.04448
07/26/2022 11:15,2.04448
07/26/2022 11:30,2.04448
07/26/2022 11:45,2.10394
07/26/2022 12:00,2.54852
07/26/2022 12:15,2.7524
07/26/2022 12:30,2.82319
07/26/2022 12:45,3.25644
07/26/2022 13:00,3.82277
07/26/2022 13:15,4.07763
07/26/2022 13:30,4.92713
07/26/2022 13:45,5.60674
07/26/2022 14:00,6.37129
07/26/2022 14:15,6.71109
07/26/2022 14:30,7.19248
07/26/2022 14:45,7.78713
07/26/2022 15:00,8.29684
07/26/2022 15:15,8.97644
07/26/2022 15:30,10.1091
07/26/2022 15:45,11.2984
07/26/2022 16:00,12.0913
07/26/2022 16:15,12.0913
07/26/2022 16:30,12.0913
07/26/2022 16:45,12.0913
07/26/2022 17:00,12.0913
07/26/2022 17:15,12.8842
07/26/2022 17:30,13.5638
07/26/2022 17:45,14.1018
07/26/2022 18:00,15.1495
07/26/2022 18:15,16.0273
07/26/2022 18:30,16.6786
07/26/2022 18:45,16.8485
07/26/2022 19:00,17.0184
07/26/2022 19:15,17.0184
07/26/2022 19:30,17.3582
07/26/2022 19:45,17.5281
07/26/2022 20:00,17.698
07/26/2022 20:15,17.698
07/26/2022 20:30,17.698
07/26/2022 20:45,17.698
07/26/2022 21:00,17.3582
07/26/2022 21:15,17.1883
07/26/2022 21:30,16.6786
07/26/2022 21:45,16.3671
07/26/2022 22:00,15.8574
07/26/2022 22:15,15.5176
07/26/2022 22:30,14.9796
07/26/2022 22:45,14.6115
07/26/2022 23:00,14.1018
07/26/2022 23:15,13.7337
07/26/2022 23:30,13.3939
07/26/2022 23:45,13.0541
07/27/2022 00:00,12.7426
07/27/2022 00:15,12.5727
07/27/2022 00:30,12.2329
07/27/2022 00:45,12.0913
07/27/2022 01:00,11.7515
07/27/2022 01:15,11.6099
07/27/2022 01:30,11.44
07/27/2022 01:45,11.2984
07/27/2022 02:00,11.1285
07/27/2022 02:15,11.1285
07/27/2022 02:30,11.2984
07/27/2022 02:45,11.44
07/27/2022 03:00,11.6099
07/27/2022 03:15,11.6099
07/27/2022 03:30,11.6099
07/27/2022 03:45,11.6099
07/27/2022 04:00,11.44
07/27/2022 04:15,11.2984
07/27/2022 04:30,11.2984
07/27/2022 04:45,11.1285
07/27/2022 05:00,10.9869
07/27/2022 05:15,10.8454
07/27/2022 05:30,10.8454
07/27/2022 05:45,10.6755
07/27/2022 06:00,10.5339
07/27/2022 06:15,10.3923
07/27/2022 06:30,10.2507
07/27/2022 06:45,10.1091
07/27/2022 07:00,10.1091
07/27/2022 07:15,9.93921
07/27/2022 07:30,9.79763
07/27/2022 07:45,9.65604
07/27/2022 08:00,9.51446
07/27/2022 08:15,9.37288
07/27/2022 08:30,9.25961
07/27/2022 08:45,9.25961
07/27/2022 09:00,9.11802
07/27/2022 09:15,8.97644
07/27/2022 09:30,8.83486
07/27/2022 09:45,8.69327
07/27/2022 10:00,8.69327
07/27/2022 10:15,8.43842
07/27/2022 10:30,8.43842
07/27/2022 10:45,8.43842
07/27/2022 11:00,8.43842
07/27/2022 11:15,9.51446
07/27/2022 11:30,10.3923
07/27/2022 11:45,11.2984
07/27/2022 12:00,12.7426
07/27/2022 12:15,14.2717
07/27/2022 12:30,16.8485
07/27/2022 12:45,18.406
07/27/2022 13:00,20.3598
07/27/2022 13:15,24.6923
07/27/2022 13:30,29.4495
07/27/2022 13:45,33.697
07/27/2022 14:00,37.6614
07/27/2022 14:15,40.4931
07/27/2022 14:30,41.9089
07/27/2022 14:45,42.4753
07/27/2022 15:00,42.7584
07/27/2022 15:15,42.4753
07/27/2022 15:30,41.9089
07/27/2022 15:45,41.0594
07/27/2022 16:00,39.9268
07/27/2022 16:15,37.9446
07/27/2022 16:30,36.5287
07/27/2022 16:45,34.8297
07/27/2022 17:00,33.4139
07/27/2022 17:15,31.998
07/27/2022 17:30,30.5822
07/27/2022 17:45,29.7327
07/27/2022 18:00,28.6
07/27/2022 18:15,27.4957
07/27/2022 18:30,26.7311
07/27/2022 18:45,26.2214
07/27/2022 19:00,25.7117
07/27/2022 19:15,25.4568
07/27/2022 19:30,25.2586
07/27/2022 19:45,25.0604
07/27/2022 20:00,25.0604
07/27/2022 20:15,25.0604
07/27/2022 20:30,24.8622
07/27/2022 20:45,24.6923
07/27/2022 21:00,24.4941
07/27/2022 21:15,24.2959
07/27/2022 21:30,23.8994
07/27/2022 21:45,23.5313
07/27/2022 22:00,23.3331
07/27/2022 22:15,23.1349
07/27/2022 22:30,22.9366
07/27/2022 22:45,23.5313
07/27/2022 23:00,25.9665
07/27/2022 23:15,27.7788
07/27/2022 23:30,28.2885
07/27/2022 23:45,28.6
07/28/2022 00:00,28.8832
07/28/2022 00:15,28.8832
07/28/2022 00:30,28.8832
07/28/2022 00:45,28.8832
07/28/2022 01:00,28.6
