Date (UTC), Q (cms)
07/25/2022 04:00,0.373782
07/25/2022 04:05,0.373782
07/25/2022 04:10,0.373782
07/25/2022 04:15,0.373782
07/25/2022 04:20,0.373782
07/25/2022 04:25,0.373782
07/25/2022 04:30,0.373782
07/25/2022 04:35,0.373782
07/25/2022 04:40,0.373782
07/25/2022 04:45,0.373782
07/25/2022 04:50,0.373782
07/25/2022 04:55,0.373782
07/25/2022 05:00,0.373782
07/25/2022 05:05,0.373782
07/25/2022 05:10,0.373782
07/25/2022 05:15,0.373782
07/25/2022 05:20,0.373782
07/25/2022 05:25,0.373782
07/25/2022 05:30,0.373782
07/25/2022 05:35,0.373782
07/25/2022 05:40,0.373782
07/25/2022 05:45,0.373782
07/25/2022 05:50,0.373782
07/25/2022 05:55,0.373782
07/25/2022 06:00,0.373782
07/25/2022 06:05,0.373782
07/25/2022 06:10,0.390772
07/25/2022 06:15,0.373782
07/25/2022 06:20,0.390772
07/25/2022 06:25,0.373782
07/25/2022 06:30,0.373782
07/25/2022 06:35,0.373782
07/25/2022 06:40,0.373782
07/25/2022 06:45,0.373782
07/25/2022 06:50,0.373782
07/25/2022 06:55,0.373782
07/25/2022 07:00,0.373782
07/25/2022 07:05,0.373782
07/25/2022 07:10,0.373782
07/25/2022 07:15,0.390772
07/25/2022 07:20,0.390772
07/25/2022 07:25,0.390772
07/25/2022 07:30,0.390772
07/25/2022 07:35,0.373782
07/25/2022 07:40,0.390772
07/25/2022 07:45,0.390772
07/25/2022 07:50,0.390772
07/25/2022 07:55,0.373782
07/25/2022 08:00,0.390772
07/25/2022 08:05,0.373782
07/25/2022 08:10,0.373782
07/25/2022 08:15,0.373782
07/25/2022 08:20,0.373782
07/25/2022 08:25,0.373782
07/25/2022 08:30,0.390772
07/25/2022 08:35,0.373782
07/25/2022 08:40,0.390772
07/25/2022 08:45,0.390772
07/25/2022 08:50,0.390772
07/25/2022 08:55,0.390772
07/25/2022 09:00,0.390772
07/25/2022 09:05,0.373782
07/25/2022 09:10,0.373782
07/25/2022 09:15,0.373782
07/25/2022 09:20,0.390772
07/25/2022 09:25,0.390772
07/25/2022 09:30,0.373782
07/25/2022 09:35,0.373782
07/25/2022 09:40,0.373782
07/25/2022 09:45,0.390772
07/25/2022 09:50,0.373782
07/25/2022 09:55,0.373782
07/25/2022 10:00,0.373782
07/25/2022 10:05,0.373782
07/25/2022 10:10,0.373782
07/25/2022 10:15,0.373782
07/25/2022 10:20,0.373782
07/25/2022 10:25,0.373782
07/25/2022 10:30,0.373782
07/25/2022 10:35,0.373782
